"Identifiant technique de la structure","Raison sociale site","Enseigne commerciale site","Complément destinataire (coord. structure)","Complément point géographique (coord. structure)","Numéro Voie (coord. structure)","Indice répétition voie (coord. structure)","Code type de voie (coord. structure)","Libellé type de voie (coord. structure)","Libellé Voie (coord. structure)","Mention distribution (coord. structure)","Bureau cedex (coord. structure)","Code postal (coord. structure)","Code commune (coord. structure)","Libellé commune (coord. structure)","Code pays (coord. structure)","Libellé pays (coord. structure)","Téléphone (coord. structure)","Téléphone 2 (coord. structure)","Télécopie (coord. structure)","Adresse e-mail (coord. structure)","Code Département (structure)","Libellé Département (structure)","Ancien identifiant de la structure","Autorité d'enregistrement","Code secteur d'activité","Libellé secteur d'activité","Code section tableau pharmaciens","Libellé section tableau pharmaciens","Code rôle","Libellé rôle","Code genre activité","Libellé genre activité",
F03000484001102008,"PHARMACIE CHANTELOUBE",,,,12,,RTE,Route,"de Montluçon","Route Départementale","03240 TRONGET",03240,03292,Tronget,99000,France,0470471462,,,,,,1030004840,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000486501062019,"PHARMACIE CHEVALIER-BLONDIN",,,,18,,R,Rue,"PAUL CONSTANS",,"03190 VALLON-EN-SULLY",03190,03297,Vallon-en-Sully,99000,France,0470065004,,,,,,1030004865,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000491531122020,"PHARMACIE ROCHE",,,,,,PL,Place,"de l'Eglise",,"03150 VARENNES-SUR-ALLIER",03150,03298,Varennes-sur-Allier,99000,France,0470450107,,,,,,1030004915,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000493116092019,"PHARMACIE BEAUVY",,,,23,,R,Rue,"DE L'HOTEL DE VILLE",,"03150 VARENNES-SUR-ALLIER",03150,03298,Varennes-sur-Allier,99000,France,0470450125,,0470458489,,,,1030004931,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000496408042024,"PHARMACIE GMYR-MARTIN",,,,1,,R,Rue,"Madame de Sévigné",,"03110 VENDAT",03110,03304,Vendat,99000,France,,,,,,,1030004964,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000498020121999,"PHARMACIE RAVAUD",,,,1,,R,Rue,MONNET,,"03320 LE VEURDRE",03320,03309,"Le Veurdre",99000,France,0470664078,,0470674548,,,,1030004980,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000501101102023," PHARMACIE DES AILES",,,,48,,ALL,Allee,"DES AILES",,"03200 VICHY",03200,03310,Vichy,99000,France,0470982152,,0470319944,pharmaciedesailes@gmail.com,,,1030005011,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000511018082008,"PHARMACIE PINEL","SELARL PHARMACIE DE LA MAIRIE ",,,56,,AV,Avenue,"DES CELESTINS",,"03200 VICHY",03200,03310,Vichy,99000,France,0470984592,,,,,,1030005110,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F030005128,"SAAD AMALLIS",,,,20,,AV,Avenue,MEUNIER,,"03000 MOULINS",03000,03190,Moulins,,,0470353608,,,,,,1030005128,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F03000517701112022,"SELAS PHARMACIE CENTRALE VICHY",,,,28,,R,Rue,"Georges Clemenceau",,"03200 VICHY",03200,03310,Vichy,99000,France,0470982098,,,jeanromainbatisse@gmail.com,,,1030005177,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000524311101989,"PHARMACIE LAUVERGNAT-FOURNIER",,,,32,,AV,Avenue,"DE GRAMONT",,"03200 VICHY",03200,03310,Vichy,99000,France,,,,,,,1030005243,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000527620072023," PHARMACIE DE LA POSTE",,,,21,,R,Rue,"DE L'HOTEL DES POSTES",,"03200 VICHY",03200,03310,Vichy,99000,France,0470980687,,,valentin.chany@outlook.fr,,,1030005276,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000529231082024," PHARMACIE DES HALLES",,,,59,,R,Rue,"JEAN JAURES",,"03200 VICHY",03200,03310,Vichy,99000,France,0470984797,,0470319465,fredvillars03@gmail.com,,,1030005292,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F030005318,"BIEN VIVRE A DOMICILE (BVAD) YZEURE",,,"CHATEAU DE BELLEVUE",,,R,Rue,"ARISTIDE BRIAND",,"03400 YZEURE",03400,03321,Yzeure,,,0470468220,,,,,,1030005318,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F03000534203112022,"PHARMACIE JEANNE D'ARC - FOURY","PHARMACIE JEANNE D'ARC - FOURY",,,129,,R,Rue,"JEAN JAURES",,"03200 VICHY",03200,03310,Vichy,99000,France,0470984563,,,mafoury@hotmail.fr,,,1030005342,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000539110102011,"PHARMACIE DESMOLLES","PHARMACIE DU PARC LARDY",,,76,,R,Rue,"DU MARECHAL LYAUTEY",,"03200 VICHY",03200,03310,Vichy,99000,France,0470591904,,,,,,1030005391,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000547411032002,"PHARMACIE MICHALET",,,,4,,PL,Place,"VICTOR LEGER",,"03200 VICHY",03200,03310,Vichy,99000,France,0470986375,,,,,,1030005474,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000549027072022," PHARMACIE DE L'OPERA",,,,14,,AV,Avenue,"DU PRESIDENT WILSON",,"03200 VICHY",03200,03310,Vichy,99000,France,0470984564,,0470312645,colombier.pascal@neuf.fr,,,1030005490,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000554003051999,"PHARMACIE BARSE",,,,26,,R,Rue,"DU PRESIDENT WILSON",,"03200 VICHY",03200,03310,Vichy,99000,France,0470982176,,,,,,1030005540,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000556501122010,"PHARMACIE  CREMIEUX",,,,6,,PL,Place,"MARCEL GUILLAUMIN",,"03200 LE-VERNET",03200,03306,"Le Vernet",99000,France,0470980819,,0470599337,,,,1030005565,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000558130052016,"PHARMACIE  PLAIDY",,,,8,,R,Rue,"DE THIERS",,"03200 VICHY",03200,03310,Vichy,99000,France,,,,,,,1030005581,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000561514122023,"SELARL PHARMACIE DU BOULET",,,,27,,AV,Avenue,"FELIX MIOCHE",,"03430 VILLEFRANCHE-D'ALLIER",03430,03315,Villefranche-d'Allier,99000,France,0470074038,,,florence.duboulet@perso.smart-rx.com,,,1030005615,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000563120122021,"PHARMACIE TARDIF-MARECHAL",,,,3,,R,Rue,"de la Gare",,"03460 VILLENEUVE-SUR-ALLIER",03460,03316,Villeneuve-sur-Allier,99000,France,,,,,,,1030005631,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F030005649,"EHPAD DE COURTAIS",,,,95,,R,Rue,"DES DROITS DE L'HOMME",,"03100 MONTLUCON",03100,03185,Montluçon,,,,,,,,,1030005649,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F03000568013031992,"PHARMACIE BOUCHANT",,,,1,,RTE,Route,"DE BOURGOGNE",,"03400 YZEURE",03400,03321,Yzeure,99000,France,,,,,,,1030005680,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000571423122009,"PHARMACIE MARTINS",,,,8,,RTE,Route,"DE DECIZE",,"03400 YZEURE",03400,03321,Yzeure,99000,France,0470460054,,0470468145,,,,1030005714,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000573029122024,"PHARMACIE DES OZIERES",,,"Centre Commercial",65,,RTE,Route,"de Montbeugny",,"03400 YZEURE",03400,03321,Yzeure,99000,France,0470464096,,0470465265,pharmacie.charvet03@orange.fr,,,1030005730,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F030005748,"EAM LE BOIS DU ROI",,,,6,,CHE,Chemin,"DE CONTON",,"03700 BELLERIVE SUR ALLIER",03700,03023,Bellerive-sur-Allier,,,0470909000,,,,,,1030005748,//ARS,SA16,"Etab. pour Handicapés",,,326,"Educateur spécialisé",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F03000576301042004,"PHARMACIE BICHET",,,,21,,PL,Place,"JULES FERRY",,"03400 YZEURE",03400,03321,Yzeure,99000,France,0470441541,,,,,,1030005763,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F03000579701102021," PHARMACIE COUTURIER",,,,1214,,R,Rue,"DE LA REPUBLIQUE",,"03400 YZEURE",03400,03321,Yzeure,99000,France,0470443667,,0470441445,couturier.bernard@perso.dataconseil.net,,,1030005797,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F030005839,"SAMSAH LES BOSQUETS",,,,5,,ALL,Allee,"JEAN NEGRE",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470081400,,,,,,1030005839,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F03000586215122023,"GRANDE PHARMACIE DE DOMERAT",,,"Centre commercial AUCHAN",65,,AV,Avenue,"des Martyrs",,"03410 DOMERAT",03410,03101,Domérat,99000,France,0470292429,,,faucheux.gregoire@gmail.com,,,1030005862,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F030005961,"MAPAD DE LAKANAL",,,,10,,R,Rue,LAKANAL,,"03100 MONTLUCON",03100,03185,Montluçon,,,0470056050,,,,,,1030005961,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006027,"CAMSP DE MOULINS",,,,81,,R,Rue,"DE PARIS",,"03000 MOULINS",03000,03190,Moulins,,,0470357926,,,,,,1030006027,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006068,"SESSAD CLAIREJOIE",,,,16,,R,Rue,"DES CHARTREUX",,"03000 MOULINS",03000,03190,Moulins,,,0698131798,,0470468797,,,,1030006068,//ARS,SA16,"Etab. pour Handicapés",,,359,"Directeur d'établissement",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F030006118,"LBM INOVIE GEN BIO GANNAT",,,,28,,R,Rue,"DES FRERES DEGAND",,"03800 GANNAT",03800,03118,Gannat,,,0470902322,,0470900106,,,,1030006118,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006126,"FOYER DE VIE POUR ADULTES HANDICAPES",,,,29,,CRS,Cours,"DE BERCY",,"03000 MOULINS",03000,03190,Moulins,,,0470485820,,,,,,1030006126,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR13,Médico-administratif,
F030006209,"LBM MAYMAT MOULINS   FOUR",,,,4,,PL,Place,"DU FOUR",,"03000 MOULINS",03000,03190,Moulins,,,0470442343,,0470448982,,,,1030006209,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006258,"LBM MAYMAT BELLERIVE",,,,,,AV,Avenue,"DE RUSSIE",,"03700 BELLERIVE SUR ALLIER",03700,03023,Bellerive-sur-Allier,,,0470323102,,0470323583,,,,1030006258,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006308,"LBM MAYMAT ST POURÇAIN / SIOULE",,,,59,,BD,Boulevard,"LEDRU ROLLIN",,"03500 ST POURCAIN SUR SIOULE",03500,03254,Saint-Pourçain-sur-Sioule,,,0470453205,,0470456332,,,,1030006308,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006365,"BIEN VIVRE A DOMICILE (BVAD) MONTLUCON",,,,101,,AV,Avenue,"DE LA REPUBLIQUE",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470040333,,,,,,1030006365,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
F030006381,"SAAD CAPAMAM MOULINS",,,"BATIMENT LE FLORILEGE",9,,AV,Avenue,"DU PROFESSEUR ETIENNE SOREL",,"03000 MOULINS",03000,03190,Moulins,,,0415400610,,0470208463,,,,1030006381,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
F030006449,"LBM MAYMAT MONTLUÇON",,,,5,,R,Rue,"ALBERT EINSTEIN",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470443648,,0470464921,,,,1030006449,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006548,"LBM SYNLAB AUVERGNE CUSSET",,,,34,,CRS,Cours,TRACY,,"03300 CUSSET",03300,03095,Cusset,,,0470301450,,0470308824,,,,1030006548,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006589,"LBM SYNLAB AUVERGNE BELLERIVE DE GAULL",,,,8,,AV,Avenue,"DU GENERAL DE GAULLE",,"03700 BELLERIVE SUR ALLIER",03700,03023,Bellerive-sur-Allier,,,0470982110,,0470980679,,,,1030006589,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006597,"CHRS PÔLE ALLIER",,,,11,,PL,Place,"JEAN EPINAT",,"03200 VICHY",03200,03310,Vichy,,,0470314488,,,,,,1030006597,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006613,"CENTRE D'IMAGERIE MEDICALE",,,,7,,AV,Avenue,"PIERRE TROUBAT",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470083200,,0470083201,,,,1030006613,//ARS,SA04,"Etab. Privé Non PSPH",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006639,"LBM SYNLAB AUVERGNE VICHY",,,"RESIDENCE LE TRIVOLI",18,,R,Rue,"JEAN JAURES",,"03200 VICHY",03200,03310,Vichy,,,0470301460,,0470308823,,,,1030006639,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006654,"CSAPA DE MONTLUCON",,,,36,,R,Rue,"DE VALMY",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470099105,,0470053374,,,,1030006654,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006704,"CSAPA DE VICHY",,,,12,,R,Rue,"DE L'IMPRIMERIE",,"03200 VICHY",03200,03310,Vichy,,,0470327723,,0470327727,,,,1030006704,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006720,"LBM INOVIE GEN BIO MONTLUÇON SEMARD",,,"CENTRE COMMERCIAL""""COEUR DE MONTL",,,R,Rue,"PIERRE SEMARD",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470280444,,0470284645,,,,1030006720,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006738,"LBM INOVIE GEN BIO COMMENTRY",,,,17,,R,Rue,"JEAN JAURES",,"03600 COMMENTRY",03600,03082,Commentry,,,0470649689,,0470645511,,,,1030006738,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006746,"LBM INOVIE GEN BIO DOMÉRAT",,,,89,,AV,Avenue,"DES MARTYRS",,"03410 DOMERAT",03410,03101,Domérat,,,0470648484,,0470648920,,,,1030006746,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006753,"LBM INOVIE GEN BIO MONTLUÇON SAINT FRA",,,,5,,AV,Avenue,"PIERRE TROUBAT",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470082090,,0470082099,,,,1030006753,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006761,"LBM INOVIE GEN BIO MONTLUÇON ST JACQUE",,,,24,,AV,Avenue,"DE LA REPUBLIQUE",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470084300,,0470084309,,,,1030006761,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006779,"SAVS-SAI DE MOULINS",,,,,,AV,Avenue,"ETIENNE SOREL","LE FLORILEGE","03000 MOULINS",03000,03190,Moulins,,,0470475475,,,,,,1030006779,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006878,"CMPP DE MOULINS",,,,,,AV,Avenue,"DU PROF ETIENNE SORREL",,"03000 MOULINS",03000,03190,Moulins,,,0470475475,,,,,,1030006878,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006902,"SYNLAB BOURGOGNE - DOMPIERRE",,,,,,CHE,Chemin,"DU BOIS DES MILLETS",,"03290 DOMPIERRE SUR BESBRE",03290,03102,Dompierre-sur-Besbre,,,0470346395,,0470348432,,,,1030006902,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030006993,"LBM MAYMAT VICHY",,,,11,,R,Rue,"JEAN JAURES",,"03200 VICHY",03200,03310,Vichy,,,0470309990,,0470309999,,,,1030006993,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007009,"SSIAD AMALLIS",,,,20,,AV,Avenue,MEUNIER,,"03000 MOULINS",03000,03190,Moulins,,,0470353608,,,,,,1030007009,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007041,"PENSION - R. ACCUEIL LE CASTEL FLORE",,,,30,,R,Rue,"JEAN JAURES",,"03200 VICHY",03200,03310,Vichy,,,0470909000,,,,,,1030007041,//ARS,SA21,"Etab. Hébergt Réadaptation",,,320,"Conseiller en économie sociale et familiale",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F030007058,"LBM MAYMAT MOULINS ETIENNE SOREL",,,,32,,R,Rue,"ETIENNE SOREL",,"03000 MOULINS",03000,03190,Moulins,,,0470351080,,0470209722,,,,1030007058,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007207,"EHPAD LE PUY BESSEAU",,,,85,,AV,Avenue,"DE PUY BESSEAU",,"03300 CUSSET",03300,03095,Cusset,,,0470302170,,,,,,1030007207,CNOM/CNOM/ARS,SA17,"Etab. Personnes Agées",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F030007249,"POLE MEDICAL SPORTIF CREPS",,,,2,,RTE,Route,"DE CHARMEIL","BP 40013","03700 BELLERIVE SUR ALLIER",03700,03023,Bellerive-sur-Allier,,,0470598560,,0470326207,,,,1030007249,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007389,"SAMSAH ENVOL",,,,53,,AV,Avenue,D'ORVILLIERS,,"03000 MOULINS",03000,03190,Moulins,,,0470346986,,,,,,1030007389,//ARS,SA16,"Etab. pour Handicapés",,,313,Aide-soignant,GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F030007488,"GRETA BOURBONNAIS COMBRAILLE",,,,,,R,Rue,"CHRISTOPHE THIVRIER",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470083263,,,,,,1030007488,//ARS,SA19,"Etab. d'enseignement",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007629,"EAM BEAU REGARD SITE AVERMES",,,,26,,CHE,Chemin,"DES ALOUETTES",,"03000 AVERMES",03000,03013,Avermes,,,0470985234,,,,,,1030007629,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR13,Médico-administratif,
F030007744,"ELIVIE MALICORNE",,,"HOTEL D'ENTREPRISE DU CAMPUS 3",,,IMP,Impasse,"DE LA ROUTE NOIRE",,"03600 MALICORNE",03600,03159,Malicorne,,,0470093830,,,,,,1030007744,CNOP/CNOP/ARS,SA61,"Struct. Dispensatrice à dom. Oxygène usage médical",D,"Pharmacien adjoint, pharmacien remplaçant le titulaire, gérant après décès du titulaire, pharmacien multi-employeurs.",FON-49,"Pharmacien responsable BPDO",GENR01,"Activité standard de soin ou de pharmacien",
F030007751,"ESPACE MEDICAL MONTLUCON",,,,,,R,Rue,"DE LA GAITE",,"03100 MONTLUCON",03100,03185,Montluçon,,,0470037278,,,,,,1030007751,//ARS,SA61,"Struct. Dispensatrice à dom. Oxygène usage médical",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007769,"ESPACE MEDICAL MOULINS",,,,23,,PL,Place,"JEAN MOULIN",,"03000 MOULINS",03000,03190,Moulins,,,0470468545,,,,,,1030007769,//ARS,SA61,"Struct. Dispensatrice à dom. Oxygène usage médical",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007777,"ESPACE MEDICAL VICHY",,,,25,,AV,Avenue,"DU PRESIDENT DOUMER",,"03200 VICHY",03200,03310,Vichy,,,0470977007,,,,,,1030007777,//ARS,SA61,"Struct. Dispensatrice à dom. Oxygène usage médical",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F030007785,"AX'AIR MEDICAL VERNEIX",,,,,,ZAC,"Zone d amenagement concerte","DE LA CROIX FRAGNE",,"03190 VERNEIX",03190,03305,Verneix,,,0473926171,,,,,,1030007785,CNOP/CNOP/ARS,SA61,"Struct. Dispensatrice à dom. Oxygène usage médical",D,"Pharmacien adjoint, pharmacien remplaçant le titulaire, gérant après décès du titulaire, pharmacien multi-employeurs.",FON-49,"Pharmacien responsable BPDO",GENR01,"Activité standard de soin ou de pharmacien",
